date,title,artist,rank,peakPos,lastPos,isNew,weeks
2025-07-26,Love Me Not,Ravyn Lenae,7,7,12,False,16
2025-07-26,What Did I Miss?,Drake,8,2,2,False,2
2025-07-26,Lose Control,Teddy Swims,9,1,9,False,100
2025-07-26,Die With A Smile,Lady Gaga & Bruno Mars,10,1,10,False,48
2025-07-26,Luther,Kendrick Lamar & SZA,11,1,7,False,34
2025-07-26,I'm The Problem,Morgan Wallen,12,2,8,False,24
2025-07-26,Manchild,Sabrina Carpenter,13,1,11,False,6
2025-07-26,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",14,14,16,False,4
2025-07-26,Pink Pony Club,Chappell Roan,15,4,13,False,57
2025-07-26,Beautiful Things,Benson Boone,16,2,15,False,77
2025-07-26,Yukon,Justin Bieber,17,17,0,True,1
2025-07-26,Go Baby,Justin Bieber,18,18,0,True,1
2025-07-26,I Had Some Help,Post Malone Featuring Morgan Wallen,19,1,14,False,62
2025-07-26,Mutt,Leon Thomas,20,12,17,False,24
2025-07-26,All I Can Take,Justin Bieber,21,21,0,True,1
2025-07-26,Birds Of A Feather,Billie Eilish,22,2,18,False,61
2025-07-26,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",23,23,29,False,3
2025-07-26,Good News,Shaboozey,24,24,26,False,34
2025-07-26,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",25,25,35,False,3
2025-07-26,Mystical Magical,Benson Boone,26,17,20,False,12
2025-07-26,I Got Better,Morgan Wallen,27,7,23,False,9
2025-07-26,Jump,BLACKPINK,28,28,0,True,1
2025-07-26,All The Way,BigXthaPlug Featuring Bailey Zimmerman,29,4,24,False,15
2025-07-26,Sorry I'm Here For Someone Else,Benson Boone,30,19,22,False,20
2025-07-26,Nokia,Drake,31,2,21,False,22
2025-07-26,Blue Strips,Jessie Murph,32,15,27,False,14
2025-07-26,Way It Is,Justin Bieber & Gunna,33,33,0,True,1
2025-07-26,Undressed,sombr,34,25,32,False,15
2025-07-26,Things You Do,Justin Bieber,35,35,0,True,1
2025-07-26,Worst Way,Riley Green,36,20,33,False,27
2025-07-26,Walking Away,Justin Bieber,37,37,0,True,1
2025-07-26,Back To Friends,sombr,38,31,34,False,16
2025-07-26,Anxiety,Doechii,39,9,28,False,19
2025-07-26,APT.,ROSE & Bruno Mars,40,3,30,False,39
2025-07-26,Free,Rumi & JINU: EJAE & Andrew Choi,41,41,41,False,3
2025-07-26,Chains & Whips,Clipse Featuring Kendrick Lamar,42,42,0,True,1
2025-07-26,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",43,43,43,False,3
2025-07-26,Backup Plan,Bailey Zimmerman & Luke Combs,44,35,37,False,11
2025-07-26,Weren't For The Wind,Ella Langley,45,18,25,False,24
2025-07-26,30 For 30,SZA With Kendrick Lamar,46,10,36,False,30
2025-07-26,Burning Blue,Mariah The Scientist,47,25,40,False,11
2025-07-26,Love Somebody,Morgan Wallen,48,1,38,False,39
2025-07-26,Butterflies,Justin Bieber,49,49,0,True,1
2025-07-26,Kick Out,Travis Scott,50,50,0,True,1
2025-07-26,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",51,51,51,False,3
2025-07-26,After All The Bars Are Closed,Thomas Rhett,52,44,44,False,12
2025-07-26,Champain & Vacay,Travis Scott & Don Toliver,53,53,0,True,1
2025-07-26,Dumbo,Travis Scott,54,54,0,True,1
2025-07-26,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",55,44,46,False,9
2025-07-26,Devotion,Justin Bieber & Dijon,56,56,0,True,1
2025-07-26,Sweet Spot,Justin Bieber & Sexyy Red,57,57,0,True,1
2025-07-26,6 Months Later,Megan Moroney,58,30,48,False,4
2025-07-26,First Place,Justin Bieber,59,59,0,True,1
2025-07-26,20 Cigarettes,Morgan Wallen,60,20,49,False,9
2025-07-26,Outside,Cardi B,61,10,39,False,4
2025-07-26,So Be It,Clipse,62,62,0,True,1
2025-07-26,Just Keep Watching,Tate McRae,63,33,52,False,7
2025-07-26,Happen To Me,Russell Dickerson,64,49,55,False,13
2025-07-26,P.O.V.,"Clipse Featuring Tyler, The Creator",65,65,0,True,1
2025-07-26,Wildflower,Billie Eilish,66,17,56,False,57
2025-07-26,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,67,8,54,False,13
2025-07-26,In Your Fantasy,ATEEZ,68,68,0,True,1
2025-07-26,Amen,Shaboozey & Jelly Roll,69,56,58,False,12
2025-07-26,Swag,"Justin Bieber, Cash Cobain & Eddie Benjamin",70,70,0,True,1
2025-07-26,Superman,Morgan Wallen,71,8,57,False,10
2025-07-26,2000 Excursion,"Travis Scott, Sheck Wes & Don Toliver",72,72,0,True,1
2025-07-26,Indigo,Sam Barber Featuring Avery Anna,73,40,61,False,32
2025-07-26,Where Was You,"Travis Scott, Playboi Carti & Future",74,74,0,True,1
2025-07-26,River Washed Hair,Zach Bryan,75,53,53,False,2
2025-07-26,Bloodline,Alex Warren With Jelly Roll,76,32,75,False,8
2025-07-26,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,77,62,62,False,4
2025-07-26,Ace Trumpets,Clipse,78,78,0,True,1
2025-07-26,Too Long,Justin Bieber,79,79,0,True,1
2025-07-26,Fix What You Didn't Break,Nate Smith,80,63,63,False,16
2025-07-26,Single Again,Josh Ross,81,73,73,False,5
2025-07-26,House Again,Hudson Westbrook,82,65,65,False,13
2025-07-26,Glory Voice Memo,Justin Bieber,83,83,0,True,1
2025-07-26,Dadz Love,Justin Bieber & Lil B,84,84,0,True,1
2025-07-26,Folded,Kehlani,85,76,79,False,5
2025-07-26,405,Justin Bieber,86,86,0,True,1
2025-07-26,Your Way's Better,Forrest Frank,87,61,69,False,13
2025-07-26,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,88,40,68,False,22
2025-07-26,Whim Whamiee,PLUTO & YKNIECE,89,51,60,False,13
2025-07-26,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",90,86,86,False,2
2025-07-26,TN,Morgan Wallen,91,31,64,False,9
2025-07-26,The Birds Don't Sing,Clipse Featuring John Legend & Voices Of Fire,92,92,0,True,1
2025-07-26,Shyne,Travis Scott & GloRilla,93,93,0,True,1
2025-07-26,Party 4 U,Charli xcx,94,55,67,False,13
2025-07-26,M.T.B.T.T.F.,Clipse,95,95,0,True,1
2025-07-26,Nuevayol,Bad Bunny,96,8,66,False,18
2025-07-26,EOO,Bad Bunny,97,24,84,False,26
2025-07-26,Twilight Zone,Ariana Grande,98,18,78,False,15
2025-07-26,Rather Lie,Playboi Carti & The Weeknd,99,4,72,False,18
2025-07-26,Marlboro Rojo,Fuerza Regida,100,64,77,False,10
2025-08-02,Ordinary,Alex Warren,1,1,1,False,24
2025-08-02,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,2,4,False,5
2025-08-02,Daisies,Justin Bieber,3,2,2,False,2
2025-08-02,What I Want,Morgan Wallen Featuring Tate McRae,4,1,3,False,10
2025-08-02,Just In Case,Morgan Wallen,5,2,5,False,18
2025-08-02,Love Me Not,Ravyn Lenae,6,6,7,False,17
2025-08-02,Lose Control,Teddy Swims,7,1,9,False,101
2025-08-02,A Bar Song (Tipsy),Shaboozey,8,1,6,False,67
2025-08-02,Luther,Kendrick Lamar & SZA,9,1,11,False,35
2025-08-02,Die With A Smile,Lady Gaga & Bruno Mars,10,1,10,False,49
2025-08-02,I'm The Problem,Morgan Wallen,11,2,12,False,25
2025-08-02,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",12,12,14,False,5
2025-08-02,Manchild,Sabrina Carpenter,13,1,13,False,7
2025-08-02,Beautiful Things,Benson Boone,14,2,16,False,78
2025-08-02,Pink Pony Club,Chappell Roan,15,4,15,False,58
2025-08-02,Eternity,Alex Warren,16,16,0,True,1
2025-08-02,I Had Some Help,Post Malone Featuring Morgan Wallen,17,1,19,False,63
2025-08-02,Birds Of A Feather,Billie Eilish,18,2,22,False,62
2025-08-02,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,19,23,False,4
2025-08-02,Mutt,Leon Thomas,20,12,20,False,25
2025-08-02,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,21,25,False,4
2025-08-02,Good News,Shaboozey,22,22,24,False,35
2025-08-02,What Did I Miss?,Drake,23,2,8,False,3
2025-08-02,Mystical Magical,Benson Boone,24,17,26,False,13
2025-08-02,I Got Better,Morgan Wallen,25,7,27,False,10
2025-08-02,Blue Strips,Jessie Murph,26,15,32,False,15
2025-08-02,All The Way,BigXthaPlug Featuring Bailey Zimmerman,27,4,29,False,16
2025-08-02,Sorry I'm Here For Someone Else,Benson Boone,28,19,30,False,21
2025-08-02,Undressed,sombr,29,25,34,False,16
2025-08-02,Free,Rumi & JINU: EJAE & Andrew Choi,30,30,41,False,4
2025-08-02,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",31,31,43,False,4
2025-08-02,Nokia,Drake,32,2,31,False,23
2025-08-02,Big Poe,"Tyler, The Creator Featuring Sk8brd",33,33,0,True,1
2025-08-02,Backup Plan,Bailey Zimmerman & Luke Combs,34,34,44,False,12
2025-08-02,APT.,ROSE & Bruno Mars,35,3,40,False,40
2025-08-02,Burning Blue,Mariah The Scientist,36,25,47,False,12
2025-08-02,Worst Way,Riley Green,37,20,36,False,28
2025-08-02,Yukon,Justin Bieber,38,17,17,False,2
2025-08-02,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",39,39,51,False,4
2025-08-02,30 For 30,SZA With Kendrick Lamar,40,10,46,False,31
2025-08-02,Sugar On My Tongue,"Tyler, The Creator",41,41,0,True,1
2025-08-02,Back To Friends,sombr,42,31,38,False,17
2025-08-02,Love Somebody,Morgan Wallen,43,1,48,False,40
2025-08-02,Ring Ring Ring,"Tyler, The Creator",44,44,0,True,1
2025-08-02,After All The Bars Are Closed,Thomas Rhett,45,44,52,False,13
2025-08-02,Crazy Train,Ozzy Osbourne,46,46,0,True,1
2025-08-02,Anxiety,Doechii,47,9,39,False,20
2025-08-02,Sucka Free,"Tyler, The Creator",48,48,0,True,1
2025-08-02,"Mama, I'm Coming Home",Ozzy Osbourne,49,28,0,False,18
2025-08-02,Happen To Me,Russell Dickerson,50,49,64,False,14
2025-08-02,Stop Playing With Me,"Tyler, The Creator",51,51,0,True,1
2025-08-02,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",52,44,55,False,10
2025-08-02,Jump,BLACKPINK,53,28,28,False,2
2025-08-02,Mommanem,"Tyler, The Creator",54,54,0,True,1
2025-08-02,I'll Take Care Of You,"Tyler, The Creator Featuring Yebba",55,55,0,True,1
2025-08-02,Don't Tap That Glass / Tweakin',"Tyler, The Creator",56,56,0,True,1
2025-08-02,20 Cigarettes,Morgan Wallen,57,20,60,False,10
2025-08-02,6 Months Later,Megan Moroney,58,30,58,False,5
2025-08-02,Don't You Worry Baby,"Tyler, The Creator Featuring Madison McFerrin",59,59,0,True,1
2025-08-02,Just Keep Watching,Tate McRae,60,33,63,False,8
2025-08-02,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,61,8,67,False,14
2025-08-02,Madeline,Zach Bryan Featuring Gabriella Rose,62,62,0,True,1
2025-08-02,Outside,Cardi B,63,10,61,False,5
2025-08-02,Kick Out,Travis Scott,64,50,50,False,2
2025-08-02,Wildflower,Billie Eilish,65,17,66,False,58
2025-08-02,Go Baby,Justin Bieber,66,18,18,False,2
2025-08-02,Bloodline,Alex Warren With Jelly Roll,67,32,76,False,9
2025-08-02,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,68,62,77,False,5
2025-08-02,Amen,Shaboozey & Jelly Roll,69,56,69,False,13
2025-08-02,Folded,Kehlani,70,70,85,False,6
2025-08-02,Fix What You Didn't Break,Nate Smith,71,63,80,False,17
2025-08-02,Better Me For You (Brown Eyes),Max McNown,72,72,0,False,6
2025-08-02,Superman,Morgan Wallen,73,8,71,False,11
2025-08-02,House Again,Hudson Westbrook,74,65,82,False,14
2025-08-02,Dumbo,Travis Scott,75,54,54,False,2
2025-08-02,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",76,76,90,False,3
2025-08-02,Walking Away,Justin Bieber,77,37,37,False,2
2025-08-02,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,78,40,88,False,23
2025-08-02,Your Way's Better,Forrest Frank,79,61,87,False,14
2025-08-02,Sparks,Coldplay,80,80,0,False,2
2025-08-02,Twilight Zone,Ariana Grande,81,18,98,False,16
2025-08-02,Tell Me What It Is,"Tyler, The Creator",82,82,0,True,1
2025-08-02,Party 4 U,Charli xcx,83,55,94,False,14
2025-08-02,1965,Jessie Murph,84,84,0,True,1
2025-08-02,TN,Morgan Wallen,85,31,91,False,10
2025-08-02,Chains & Whips,Clipse Featuring Kendrick Lamar,86,42,42,False,2
2025-08-02,Champain & Vacay,Travis Scott & Don Toliver,87,53,53,False,2
2025-08-02,Whim Whamiee,PLUTO & YKNIECE,88,51,89,False,14
2025-08-02,Went Legit,G Herbo,89,83,0,False,3
2025-08-02,River Washed Hair,Zach Bryan,90,53,75,False,3
2025-08-02,No Broke Boys,Disco Lines & Tinashe,91,91,0,False,2
2025-08-02,Strategy,Twice,92,92,0,True,1
2025-08-02,EOO,Bad Bunny,93,24,97,False,27
2025-08-02,Frecuencia,Dareyes de La Sierra,94,94,0,True,1
2025-08-02,Bar None,Jordan Davis,95,87,0,False,3
2025-08-02,Nice To Meet You,Myles Smith,96,82,0,False,7
2025-08-02,Nuevayol,Bad Bunny,97,8,96,False,19
2025-08-02,Rather Lie,Playboi Carti & The Weeknd,98,4,99,False,19
2025-08-02,Somewhere Over Laredo,Lainey Wilson,99,88,0,False,3
2025-08-02,Typa,GloRilla,100,42,0,False,6
2025-08-09,Ordinary,Alex Warren,1,1,1,False,25
2025-08-09,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",2,2,2,False,6
2025-08-09,What I Want,Morgan Wallen Featuring Tate McRae,3,1,4,False,11
2025-08-09,Daisies,Justin Bieber,4,2,3,False,3
2025-08-09,Just In Case,Morgan Wallen,5,2,5,False,19
2025-08-09,Love Me Not,Ravyn Lenae,6,6,6,False,18
2025-08-09,Lose Control,Teddy Swims,7,1,7,False,102
2025-08-09,A Bar Song (Tipsy),Shaboozey,8,1,8,False,68
2025-08-09,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",9,9,12,False,6
2025-08-09,Die With A Smile,Lady Gaga & Bruno Mars,10,1,10,False,50
2025-08-09,I'm The Problem,Morgan Wallen,11,2,11,False,26
2025-08-09,Luther,Kendrick Lamar & SZA,12,1,9,False,36
2025-08-09,Manchild,Sabrina Carpenter,13,1,13,False,8
2025-08-09,Pink Pony Club,Chappell Roan,14,4,15,False,59
2025-08-09,Beautiful Things,Benson Boone,15,2,14,False,79
2025-08-09,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,16,21,False,5
2025-08-09,Good News,Shaboozey,17,17,22,False,36
2025-08-09,Mutt,Leon Thomas,18,12,20,False,26
2025-08-09,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,19,19,False,5
2025-08-09,I Had Some Help,Post Malone Featuring Morgan Wallen,20,1,17,False,64
2025-08-09,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,21,21,0,False,4
2025-08-09,Birds Of A Feather,Billie Eilish,22,2,18,False,63
2025-08-09,Which One,Drake & Central Cee,23,23,0,True,1
2025-08-09,I Got Better,Morgan Wallen,24,7,25,False,11
2025-08-09,Mystical Magical,Benson Boone,25,17,24,False,14
2025-08-09,Sorry I'm Here For Someone Else,Benson Boone,26,19,28,False,22
2025-08-09,All The Way,BigXthaPlug Featuring Bailey Zimmerman,27,4,27,False,17
2025-08-09,Free,Rumi & JINU: EJAE & Andrew Choi,28,28,30,False,5
2025-08-09,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",29,29,31,False,5
2025-08-09,Undressed,sombr,30,25,29,False,17
2025-08-09,What Did I Miss?,Drake,31,2,23,False,4
2025-08-09,Back To Friends,sombr,32,31,42,False,18
2025-08-09,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",33,33,39,False,5
2025-08-09,Blue Strips,Jessie Murph,34,15,26,False,16
2025-08-09,Backup Plan,Bailey Zimmerman & Luke Combs,35,34,34,False,13
2025-08-09,30 For 30,SZA With Kendrick Lamar,36,10,40,False,32
2025-08-09,Nokia,Drake,37,2,32,False,24
2025-08-09,Back In The Saddle,Luke Combs,38,38,0,True,1
2025-08-09,Crazy Train,Ozzy Osbourne,39,39,46,False,2
2025-08-09,Yukon,Justin Bieber,40,17,38,False,3
2025-08-09,Burning Blue,Mariah The Scientist,41,25,36,False,13
2025-08-09,After All The Bars Are Closed,Thomas Rhett,42,42,45,False,14
2025-08-09,It Depends,Chris Brown Featuring Bryson Tiller,43,43,0,True,1
2025-08-09,Worst Way,Riley Green,44,20,37,False,29
2025-08-09,APT.,ROSE & Bruno Mars,45,3,35,False,41
2025-08-09,Love Somebody,Morgan Wallen,46,1,43,False,41
2025-08-09,Ring Ring Ring,"Tyler, The Creator",47,44,44,False,2
2025-08-09,"Mama, I'm Coming Home",Ozzy Osbourne,48,28,49,False,19
2025-08-09,Happen To Me,Russell Dickerson,49,49,50,False,15
2025-08-09,Eternity,Alex Warren,50,16,16,False,2
2025-08-09,Sugar On My Tongue,"Tyler, The Creator",51,41,41,False,2
2025-08-09,20 Cigarettes,Morgan Wallen,52,20,57,False,11
2025-08-09,6 Months Later,Megan Moroney,53,30,58,False,6
2025-08-09,Folded,Kehlani,54,54,70,False,7
2025-08-09,Wildflower,Billie Eilish,55,17,65,False,59
2025-08-09,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",56,44,52,False,11
2025-08-09,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,57,8,61,False,15
2025-08-09,Just Keep Watching,Tate McRae,58,33,60,False,9
2025-08-09,Big Poe,"Tyler, The Creator Featuring Sk8brd",59,33,33,False,2
2025-08-09,Outside,Cardi B,60,10,63,False,6
2025-08-09,Jump,BLACKPINK,61,28,53,False,3
2025-08-09,Better Me For You (Brown Eyes),Max McNown,62,62,72,False,7
2025-08-09,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,63,62,68,False,6
2025-08-09,Amen,Shaboozey & Jelly Roll,64,56,69,False,14
2025-08-09,Fix What You Didn't Break,Nate Smith,65,63,71,False,18
2025-08-09,I'll Take Care Of You,"Tyler, The Creator Featuring Yebba",66,55,55,False,2
2025-08-09,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",67,67,76,False,4
2025-08-09,House Again,Hudson Westbrook,68,65,74,False,15
2025-08-09,Superman,Morgan Wallen,69,8,73,False,12
2025-08-09,Twilight Zone,Ariana Grande,70,18,81,False,17
2025-08-09,Party 4 U,Charli xcx,71,55,83,False,15
2025-08-09,Your Way's Better,Forrest Frank,72,61,79,False,15
2025-08-09,Sucka Free,"Tyler, The Creator",73,48,48,False,2
2025-08-09,Strategy,Twice,74,74,92,False,2
2025-08-09,No Broke Boys,Disco Lines & Tinashe,75,75,91,False,3
2025-08-09,Bloodline,Alex Warren With Jelly Roll,76,32,67,False,10
2025-08-09,TN,Morgan Wallen,77,31,85,False,11
2025-08-09,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,78,40,78,False,24
2025-08-09,Sparks,Coldplay,79,79,80,False,3
2025-08-09,Bar None,Jordan Davis,80,80,95,False,4
2025-08-09,Went Legit,G Herbo,81,81,89,False,4
2025-08-09,Don't You Worry Baby,"Tyler, The Creator Featuring Madison McFerrin",82,59,59,False,2
2025-08-09,Frecuencia,Dareyes de La Sierra,83,83,94,False,2
2025-08-09,Park,Tyler Hubbard,84,84,0,True,1
2025-08-09,Rather Lie,Playboi Carti & The Weeknd,85,4,98,False,20
2025-08-09,Nice To Meet You,Myles Smith,86,82,96,False,8
2025-08-09,Somewhere Over Laredo,Lainey Wilson,87,87,99,False,4
2025-08-09,EOO,Bad Bunny,88,24,93,False,28
2025-08-09,Go Baby,Justin Bieber,89,18,66,False,3
2025-08-09,Whim Whamiee,PLUTO & YKNIECE,90,51,88,False,15
2025-08-09,Marlboro Rojo,Fuerza Regida,91,64,0,False,11
2025-08-09,Revolving Door,Tate McRae,92,22,0,False,16
2025-08-09,Typa,GloRilla,93,42,100,False,7
2025-08-09,Nuevayol,Bad Bunny,94,8,97,False,20
2025-08-09,Stop Playing With Me,"Tyler, The Creator",95,51,51,False,2
2025-08-09,Madeline,Zach Bryan Featuring Gabriella Rose,96,62,62,False,2
2025-08-09,Mommanem,"Tyler, The Creator",97,54,54,False,2
2025-08-09,River Washed Hair,Zach Bryan,98,53,90,False,4
2025-08-09,Don't Tap That Glass / Tweakin',"Tyler, The Creator",99,56,56,False,2
2025-08-09,Tu Sancho,Fuerza Regida,100,65,0,False,7
2025-08-16,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,2,False,7
2025-08-16,Ordinary,Alex Warren,2,1,1,False,26
2025-08-16,The Subway,Chappell Roan,3,3,0,True,1
2025-08-16,What I Want,Morgan Wallen Featuring Tate McRae,4,1,3,False,12
2025-08-16,Daisies,Justin Bieber,5,2,4,False,4
2025-08-16,Love Me Not,Ravyn Lenae,6,6,6,False,19
2025-08-16,Just In Case,Morgan Wallen,7,2,5,False,20
2025-08-16,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",8,8,9,False,7
2025-08-16,Lose Control,Teddy Swims,9,1,7,False,103
2025-08-16,A Bar Song (Tipsy),Shaboozey,10,1,8,False,69
2025-08-16,I'm The Problem,Morgan Wallen,11,2,11,False,27
2025-08-16,Die With A Smile,Lady Gaga & Bruno Mars,12,1,10,False,51
2025-08-16,Luther,Kendrick Lamar & SZA,13,1,12,False,37
2025-08-16,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",14,14,16,False,6
2025-08-16,Good News,Shaboozey,15,15,17,False,37
2025-08-16,Manchild,Sabrina Carpenter,16,1,13,False,9
2025-08-16,Pink Pony Club,Chappell Roan,17,4,14,False,60
2025-08-16,Beautiful Things,Benson Boone,18,2,15,False,80
2025-08-16,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,19,19,False,6
2025-08-16,Mutt,Leon Thomas,20,12,18,False,27
2025-08-16,I Had Some Help,Post Malone Featuring Morgan Wallen,21,1,20,False,65
2025-08-16,Birds Of A Feather,Billie Eilish,22,2,22,False,64
2025-08-16,I Got Better,Morgan Wallen,23,7,24,False,12
2025-08-16,Mystical Magical,Benson Boone,24,17,25,False,15
2025-08-16,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",25,25,29,False,6
2025-08-16,Sorry I'm Here For Someone Else,Benson Boone,26,19,26,False,23
2025-08-16,Free,Rumi & JINU: EJAE & Andrew Choi,27,27,28,False,6
2025-08-16,Undressed,sombr,28,25,30,False,18
2025-08-16,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",29,29,33,False,6
2025-08-16,Back To Friends,sombr,30,30,32,False,19
2025-08-16,All The Way,BigXthaPlug Featuring Bailey Zimmerman,31,4,27,False,18
2025-08-16,Yukon,Justin Bieber,32,17,40,False,4
2025-08-16,Burning Blue,Mariah The Scientist,33,25,41,False,14
2025-08-16,It Depends,Chris Brown Featuring Bryson Tiller,34,34,43,False,2
2025-08-16,Blue Strips,Jessie Murph,35,15,34,False,17
2025-08-16,30 For 30,SZA With Kendrick Lamar,36,10,36,False,33
2025-08-16,Backup Plan,Bailey Zimmerman & Luke Combs,37,34,35,False,14
2025-08-16,After All The Bars Are Closed,Thomas Rhett,38,38,42,False,15
2025-08-16,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,39,21,21,False,5
2025-08-16,What Did I Miss?,Drake,40,2,31,False,5
2025-08-16,Worst Way,Riley Green,41,20,44,False,30
2025-08-16,Nokia,Drake,42,2,37,False,25
2025-08-16,APT.,ROSE & Bruno Mars,43,3,45,False,42
2025-08-16,Love Somebody,Morgan Wallen,44,1,46,False,42
2025-08-16,Happen To Me,Russell Dickerson,45,45,49,False,16
2025-08-16,Folded,Kehlani,46,46,54,False,8
2025-08-16,Back In The Saddle,Luke Combs,47,38,38,False,2
2025-08-16,Which One,Drake & Central Cee,48,23,23,False,2
2025-08-16,Eternity,Alex Warren,49,16,50,False,3
2025-08-16,20 Cigarettes,Morgan Wallen,50,20,52,False,12
2025-08-16,Better Me For You (Brown Eyes),Max McNown,51,51,62,False,8
2025-08-16,Fix What You Didn't Break,Nate Smith,52,52,65,False,19
2025-08-16,6 Months Later,Megan Moroney,53,30,53,False,7
2025-08-16,Napoleon,$uicideboy$,54,54,0,True,1
2025-08-16,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,55,55,63,False,7
2025-08-16,Wildflower,Billie Eilish,56,17,55,False,60
2025-08-16,Outside,Cardi B,57,10,60,False,7
2025-08-16,Ring Ring Ring,"Tyler, The Creator",58,44,47,False,3
2025-08-16,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",59,44,56,False,12
2025-08-16,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,60,8,57,False,16
2025-08-16,Amen,Shaboozey & Jelly Roll,61,56,64,False,15
2025-08-16,Is It A Crime,Mariah The Scientist & Kali Uchis,62,62,0,True,1
2025-08-16,Jump,BLACKPINK,63,28,61,False,4
2025-08-16,House Again,Hudson Westbrook,64,64,68,False,16
2025-08-16,Just Keep Watching,Tate McRae,65,33,58,False,10
2025-08-16,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",66,66,67,False,5
2025-08-16,No Broke Boys,Disco Lines & Tinashe,67,67,75,False,4
2025-08-16,Your Way's Better,Forrest Frank,68,61,72,False,16
2025-08-16,Strategy,Twice,69,69,74,False,3
2025-08-16,Sugar On My Tongue,"Tyler, The Creator",70,41,51,False,3
2025-08-16,Party 4 U,Charli xcx,71,55,71,False,16
2025-08-16,Superman,Morgan Wallen,72,8,69,False,13
2025-08-16,Bar None,Jordan Davis,73,73,80,False,5
2025-08-16,Don't Mind If I Do,Riley Green Featuring Ella Langley,74,74,0,True,1
2025-08-16,Twilight Zone,Ariana Grande,75,18,70,False,18
2025-08-16,TN,Morgan Wallen,76,31,77,False,12
2025-08-16,Lemonade,Forrest Frank & The Figs,77,77,0,True,1
2025-08-16,Bloodline,Alex Warren With Jelly Roll,78,32,76,False,11
2025-08-16,Sparks,Coldplay,79,79,79,False,4
2025-08-16,Rather Lie,Playboi Carti & The Weeknd,80,4,85,False,21
2025-08-16,Somewhere Over Laredo,Lainey Wilson,81,81,87,False,5
2025-08-16,Frecuencia,Dareyes de La Sierra,82,82,83,False,3
2025-08-16,Nice To Meet You,Myles Smith,83,82,86,False,9
2025-08-16,Revolving Door,Tate McRae,84,22,92,False,17
2025-08-16,Marlboro Rojo,Fuerza Regida,85,64,91,False,12
2025-08-16,EOO,Bad Bunny,86,24,88,False,29
2025-08-16,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,87,40,78,False,25
2025-08-16,So Far So Fake,Pierce the Veil,88,88,0,True,1
2025-08-16,Went Legit,G Herbo,89,81,81,False,5
